"filename", "language", "Vue", "JSON", "JavaScript", "Markdown", "SCSS", "HTML", "JSON with Comments", "CSS", "XML", "TypeScript", "comment", "blank", "total"
"d:\CodeArea\Other\NewsApp\news\components\my-paging\my-paging.vue", "Vue", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 90
"d:\CodeArea\Other\NewsApp\news\components\sticky-swiper-item\sticky-swiper-item.vue", "Vue", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6, 157
"d:\CodeArea\Other\NewsApp\news\components\sticky-swiper-next-item\sticky-swiper-next-item.vue", "Vue", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 6, 143
"d:\CodeArea\Other\NewsApp\news\components\swiper-list-item\swiper-list-item.vue", "Vue", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 117
"d:\CodeArea\Other\NewsApp\news\components\tabs-view\tabs-view.vue", "Vue", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 110
"d:\CodeArea\Other\NewsApp\news\components\u-tabs-swiper\u-tabs-swiper.vue", "Vue", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 20, 489
"d:\CodeArea\Other\NewsApp\news\components\uni-section\config.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\CodeArea\Other\NewsApp\news\components\uni-section\readme.md", "Markdown", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 9, 31
"d:\CodeArea\Other\NewsApp\news\components\uni-section\uni-section.vue", "Vue", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 137
"d:\CodeArea\Other\NewsApp\news\config\api.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 11, 16, 39
"d:\CodeArea\Other\NewsApp\news\config\request.js", "JavaScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 37, 2, 82
"d:\CodeArea\Other\NewsApp\news\config\utils.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 10, 4, 54
"d:\CodeArea\Other\NewsApp\news\http\consistency-request.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 6, 3, 30
"d:\CodeArea\Other\NewsApp\news\http\request.js", "JavaScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 5, 6, 78
"d:\CodeArea\Other\NewsApp\news\main.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 9, 33
"d:\CodeArea\Other\NewsApp\news\manifest.json", "JSON", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 87
"d:\CodeArea\Other\NewsApp\news\package.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"d:\CodeArea\Other\NewsApp\news\pages.json", "JSON", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 25, 15, 239
"d:\CodeArea\Other\NewsApp\news\pages\anti-epidemic\anti-epidemic.vue", "Vue", 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 294
"d:\CodeArea\Other\NewsApp\news\pages\anti-epidemic\tableData.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"d:\CodeArea\Other\NewsApp\news\pages\center\areas.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\CodeArea\Other\NewsApp\news\pages\center\author.vue", "Vue", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 62
"d:\CodeArea\Other\NewsApp\news\pages\center\center.vue", "Vue", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 7, 206
"d:\CodeArea\Other\NewsApp\news\pages\center\history.vue", "Vue", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 192
"d:\CodeArea\Other\NewsApp\news\pages\center\like.vue", "Vue", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 192
"d:\CodeArea\Other\NewsApp\news\pages\center\message.vue", "Vue", 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 282
"d:\CodeArea\Other\NewsApp\news\pages\center\updateInfo.vue", "Vue", 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 10, 313
"d:\CodeArea\Other\NewsApp\news\pages\common\login\login.vue", "Vue", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 190
"d:\CodeArea\Other\NewsApp\news\pages\common\login\register.vue", "Vue", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 140
"d:\CodeArea\Other\NewsApp\news\pages\index\index.vue", "Vue", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 232
"d:\CodeArea\Other\NewsApp\news\pages\news-detail\author.vue", "Vue", 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13, 335
"d:\CodeArea\Other\NewsApp\news\pages\news-detail\news-detail.vue", "Vue", 692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 30, 789
"d:\CodeArea\Other\NewsApp\news\pages\news-detail\reply.vue", "Vue", 428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 7, 477
"d:\CodeArea\Other\NewsApp\news\pages\news-titles\searchContent.vue", "Vue", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 170
"d:\CodeArea\Other\NewsApp\news\project.config.json", "JSON", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79
"d:\CodeArea\Other\NewsApp\news\sitemap.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\CodeArea\Other\NewsApp\news\store\$u.mixin.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 3, 27
"d:\CodeArea\Other\NewsApp\news\store\index.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 16, 6, 66
"d:\CodeArea\Other\NewsApp\news\template.h5.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 25
"d:\CodeArea\Other\NewsApp\news\uni.scss", "SCSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 1, 7
"d:\CodeArea\Other\NewsApp\news\uniCloud-aliyun\database\db_init.json", "JSON", 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 428
"d:\CodeArea\Other\NewsApp\news\uniCloud-aliyun\database\opendb-news-articles.schema.json", "JSON", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\changelog.md", "Markdown", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 6, 44
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\config.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 35, 5, 78
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\iconfont.scss", "SCSS", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 8, 39
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\n-table.vue", "Vue", 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 56, 581
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\pager.vue", "Vue", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 160
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\readme.md", "Markdown", 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 33, 253
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\table-body.vue", "Vue", 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 384
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\table-header.vue", "Vue", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 97
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\table-name.vue", "Vue", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 71
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\title-column.vue", "Vue", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 254
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\components\n-table\utils.js", "JavaScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 2, 4, 51
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\package.json", "JSON", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80
"d:\CodeArea\Other\NewsApp\news\uni_modules\n-table\readme.md", "Markdown", 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 33, 253
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-badge\changelog.md", "Markdown", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1, 30
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-badge\components\uni-badge\uni-badge.vue", "Vue", 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 23, 269
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-badge\package.json", "JSON", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-badge\readme.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 11
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-card\changelog.md", "Markdown", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-card\components\uni-card\uni-card.vue", "Vue", 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 20, 271
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-card\package.json", "JSON", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 91
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-card\readme.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 7, 13
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-config-center\changelog.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-config-center\package.json", "JSON", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 81
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-config-center\readme.md", "Markdown", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 17, 93
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-config-center\uniCloud\cloudfunctions\common\uni-config-center\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-config-center\uniCloud\cloudfunctions\common\uni-config-center\package.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-icons\changelog.md", "Markdown", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-icons\components\uni-icons\icons.js", "JavaScript", 0, 0, 1169, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1170
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-icons\components\uni-icons\uni-icons.vue", "Vue", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 97
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-icons\components\uni-icons\uniicons.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 498, 0, 0, 0, 166, 664
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-icons\package.json", "JSON", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-icons\readme.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\changelog.md", "Markdown", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1, 25
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\package.json", "JSON", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\readme.md", "Markdown", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 11, 33
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\LICENSE.md", "Markdown", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 33, 202
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\package-lock.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-id\uniCloud\cloudfunctions\common\uni-id\package.json", "JSON", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\changelog.md", "Markdown", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list-ad\uni-list-ad.vue", "Vue", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 108
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.scss", "SCSS", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 23, 11, 59
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.vue", "Vue", 413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 40, 539
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list-item\uni-list-item.vue", "Vue", 368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 31, 475
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list\uni-list - 副本.vue", "Vue", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 107
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list\uni-list.vue", "Vue", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 109
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list\uni-refresh.vue", "Vue", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 66
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\components\uni-list\uni-refresh.wxs", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 15, 88
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\package.json", "JSON", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-list\readme.md", "Markdown", 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 10, 93, 347
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-load-more\changelog.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.vue", "Vue", 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 44, 363
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-load-more\package.json", "JSON", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-load-more\readme.md", "Markdown", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 28, 70
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-nav-bar\changelog.md", "Markdown", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 4, 38
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-nav-bar\components\uni-nav-bar\uni-nav-bar.vue", "Vue", 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 24, 344
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-nav-bar\components\uni-nav-bar\uni-status-bar.vue", "Vue", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 28
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-nav-bar\package.json", "JSON", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-nav-bar\readme.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 10, 16
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\changelog.md", "Markdown", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 1, 59
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup-dialog\keypress.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 3, 1, 46
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.vue", "Vue", 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 20, 272
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup-message\uni-popup-message.vue", "Vue", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14, 144
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup-share\uni-popup-share.vue", "Vue", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 188
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\i18n\en.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\i18n\index.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hans.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hant.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\keypress.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 6, 1, 46
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\popup.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 3, 27
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\components\uni-popup\uni-popup.vue", "Vue", 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 12, 476
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\package.json", "JSON", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 91
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-popup\readme.md", "Markdown", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 11, 18
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\changelog.md", "Markdown", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\index.scss", "SCSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\package.json", "JSON", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 83
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\readme.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\index.scss", "SCSS", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_border.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_color.scss", "SCSS", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 16, 2, 67
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_radius.scss", "SCSS", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 3, 56
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_space.scss", "SCSS", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 56
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_styles.scss", "SCSS", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 3, 16, 168
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_text.scss", "SCSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 2, 25
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\setting\_variables.scss", "SCSS", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 29, 15, 147
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\styles\tools\functions.scss", "SCSS", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 2, 20
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\theme.scss", "SCSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 11, 2, 32
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-scss\variables.scss", "SCSS", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 13, 13, 63
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-transition\changelog.md", "Markdown", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 21
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-transition\components\uni-transition\createAnimation.js", "JavaScript", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 20, 9, 129
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-transition\components\uni-transition\uni-transition.vue", "Vue", 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 5, 278
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-transition\package.json", "JSON", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87
"d:\CodeArea\Other\NewsApp\news\uni_modules\uni-transition\readme.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 11
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\README.md", "Markdown", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 26, 105
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\changelog.md", "Markdown", 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 47, 294
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\theme.scss", "SCSS", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 8, 45
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u--form\u--form.vue", "Vue", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2, 79
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u--image\u--image.vue", "Vue", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 47
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u--input\u--input.vue", "Vue", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 72
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u--text\u--text.vue", "Vue", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 45
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u--textarea\u--textarea.vue", "Vue", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 48
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-action-sheet\props.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 10, 1, 55
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-action-sheet\u-action-sheet.vue", "Vue", 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 15, 276
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-album\props.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 11, 1, 60
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-album\u-album.vue", "Vue", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 8, 259
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-alert\props.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 8, 1, 45
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-alert\u-alert.vue", "Vue", 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 25, 244
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-avatar-group\props.js", "JavaScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 9, 1, 53
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-avatar-group\u-avatar-group.vue", "Vue", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 104
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-avatar\props.js", "JavaScript", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 15, 1, 79
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-avatar\u-avatar.vue", "Vue", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 173
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-back-top\props.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 10, 1, 55
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-back-top\u-back-top.vue", "Vue", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 130
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-badge\props.js", "JavaScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 16, 1, 73
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-badge\u-badge.vue", "Vue", 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 172
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-button\nvue.scss", "SCSS", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 8, 46
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-button\props.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 45, 1, 162
"d:\CodeArea\Other\NewsApp\news\uni_modules\uview-ui\components\u-button\u-button.vue", "Vue", 386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 26, 491
